image_pathname,adapter_size,camera_type,objective_magnification,objective_name,output_resolution,project_name,slide_creationdatetime,slide_type,micrometer_per_pixel_x,micrometer_per_pixel_y,scanner_camera_type,scanner_hardware_version,bounds_height,bounds_width,mpp_x,mpp_y,objective_power,vendor
/home/weismanal/projects/idibell/repo/data/0049556653.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 18:12:20,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,249600,138752,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0050394746.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 18:04:43,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,226816,119552,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0051341579.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:56:59,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,172800,100352,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0054130784.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,82.4433265276053,PannoramicSlide,07/05/2021 13:01:00,SLIDE_TYPE_BRIGHTFIELD,0.121267361111111,0.121323529411765,Adimec Q-12A-180Fc,Pannoramic 1000,296704,188416,0.121267361111111,0.121323529411765,40,mirax
/home/weismanal/projects/idibell/repo/data/0054815807.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 19:14:05,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,289024,147200,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0055483886.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,82.4433265276053,PannoramicSlide,07/05/2021 11:48:22,SLIDE_TYPE_BRIGHTFIELD,0.121267361111111,0.121323529411765,Adimec Q-12A-180Fc,Pannoramic 1000,225024,188672,0.121267361111111,0.121323529411765,40,mirax
/home/weismanal/projects/idibell/repo/data/0057134497.mrxs,1.6,Adimec Q-12A-180Fc,40,Plan-Apochromat,63.0629921773564,PannoramicSlide,28/06/2021 17:37:44,SLIDE_TYPE_BRIGHTFIELD,0.158309027777778,0.158834185848252,Adimec Q-12A-180Fc,Pannoramic 1000,222208,144384,0.158309027777778,0.15883418584825201,40,mirax
/home/weismanal/projects/idibell/repo/data/0058263272.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 17:58:21,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,151808,97536,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0059072087.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 18:02:28,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,197888,100608,0.242534722222222,0.24264705882352899,20,mirax
/home/weismanal/projects/idibell/repo/data/0063366529.mrxs,1.6,Adimec Q-12A-180Fc,20,Plan-Apochromat,41.2216632638026,PannoramicSlide,03/12/2021 18:35:55,SLIDE_TYPE_BRIGHTFIELD,0.242534722222222,0.242647058823529,Adimec Q-12A-180Fc,Pannoramic 1000,195584,97792,0.242534722222222,0.24264705882352899,20,mirax
